Trace started at 2026-09-03:19:09:56.130
19:10:03.779 Read COM16: FE-FE-88-00-21-00-FD-FE-FE-00-88-21-00-00-00-00-FD (....!......!.....)
19:10:03.862 Write COM16: FE-FE-88-00-25-00-FD (....%..)
19:10:03.875 Read COM16: FE-FE-88-00-25-00-FD-FE-FE-00-88-25-00-10-00-27 (....%......%...')
19:10:03.891 Read COM16: 14-00-FD (...)
19:10:03.891 Write COM16: FE-FE-88-00-26-00-FD (....&..)
19:10:03.907 Read COM16: FE-FE-88-00-26-00-FD-FE-FE-00-88-26-00-01-00-01-FD (....&......&.....)
19:10:03.996 Write COM16: FE-FE-88-00-25-01-FD (....%..)
19:10:04.003 Read COM16: FE-FE-88-00-25-01-FD (....%..)
19:10:04.019 Read COM16: FE-FE-00-88-25-00-00-96-04-07-00-FD (....%.......)
19:10:04.019 Write COM16: FE-FE-88-00-26-01-FD (....&..)
19:10:04.035 Read COM16: FE-FE-88-00-26-01-FD-FE-FE-00-88-26-00-00-00-01-FD (....&......&.....)
19:10:04.129 Write COM16: FE-FE-88-00-0F-FD (......)
19:10:04.131 Read COM16: FE (.)
19:10:04.147 Read COM16: FE-88-00-0F-FD-FE-FE-00-88-0F-00-FD (............)
19:10:04.147 Write COM16: FE-FE-88-00-21-01-FD (....!..)
19:10:04.163 Read COM16: FE-FE-88-00-21-01-FD-FE-FE-00-88-21-01-00-FD (....!......!...)
19:10:04.163 Write COM16: FE-FE-88-00-21-00-FD (....!..)
19:10:04.179 Read COM16: FE-FE-88-00-21-00-FD-FE-FE-00-88-21-00-00-00-00-FD (....!......!.....)
19:10:04.262 Write COM16: FE-FE-88-00-25-00-FD (....%..)
19:10:04.275 Read COM16: FE-FE-88-00-25-00-FD-FE-FE-00-88-25-00-10-00-27 (....%......%...')
19:10:04.291 Read COM16: 14-00-FD (...)
19:10:04.291 Write COM16: FE-FE-88-00-26-00-FD (....&..)
19:10:04.306 Read COM16: FE-FE-88-00-26-00-FD-FE-FE-00-88-26-00-01-00-01-FD (....&......&.....)
19:10:04.395 Write COM16: FE-FE-88-00-25-01-FD (....%..)
19:10:04.402 Read COM16: FE-FE-88-00-25-01-FD (....%..)
19:10:04.419 Read COM16: FE-FE-00-88-25-00-00-96-04-07-00-FD (....%.......)
19:10:04.419 Write COM16: FE-FE-88-00-26-01-FD (....&..)
19:10:04.435 Read COM16: FE-FE-88-00-26-01-FD-FE-FE-00-88-26-00-00-00-01-FD (....&......&.....)
19:10:04.528 Write COM16: FE-FE-88-00-0F-FD (......)
19:10:04.530 Read COM16: FE-FE (..)
19:10:04.547 Read COM16: 88-00-0F-FD-FE-FE-00-88-0F-00-FD (...........)
19:10:04.547 Write COM16: FE-FE-88-00-21-01-FD (....!..)
19:10:04.563 Read COM16: FE-FE-88-00-21-01-FD-FE-FE-00-88-21-01-00-FD (....!......!...)
19:10:04.563 Write COM16: FE-FE-88-00-21-00-FD (....!..)
19:10:04.579 Read COM16: FE-FE-88-00-21-00-FD-FE-FE-00-88-21-00-00-00-00-FD (....!......!.....)
19:10:04.662 Write COM16: FE-FE-88-00-25-00-FD (....%..)
19:10:04.675 Read COM16: FE-FE-88-00-25-00-FD-FE-FE-00-88-25-00-10-00-27 (....%......%...')
19:10:04.691 Read COM16: 14-00-FD (...)
19:10:04.691 Write COM16: FE-FE-88-00-26-00-FD (....&..)
19:10:04.706 Read COM16: FE-FE-88-00-26-00-FD-FE-FE-00-88-26-00-01-00-01-FD (....&......&.....)
19:10:04.795 Write COM16: FE-FE-88-00-25-01-FD (....%..)
19:10:04.803 Read COM16: FE-FE-88-00-25-01-FD (....%..)
19:10:04.819 Read COM16: FE-FE-00-88-25-00-00-96-04-07-00-FD (....%.......)
19:10:04.819 Write COM16: FE-FE-88-00-26-01-FD (....&..)
19:10:04.835 Read COM16: FE-FE-88-00-26-01-FD-FE-FE-00-88-26-00-00-00-01-FD (....&......&.....)
19:10:04.929 Write COM16: FE-FE-88-00-0F-FD (......)
19:10:04.931 Read COM16: FE (.)
19:10:04.947 Read COM16: FE-88-00-0F-FD-FE-FE-00-88-0F-00-FD (............)
19:10:04.947 Write COM16: FE-FE-88-00-21-01-FD (....!..)
19:10:04.962 Read COM16: FE-FE-88-00-21-01-FD-FE-FE-00-88-21-01-00-FD (....!......!...)
19:10:04.962 Write COM16: FE-FE-88-00-21-00-FD (....!..)
19:10:04.978 Read COM16: FE-FE-88-00-21-00-FD-FE-FE-00-88-21-00-00-00-00-FD (....!......!.....)
19:10:05.062 Write COM16: FE-FE-88-00-25-00-FD (....%..)
19:10:05.074 Read COM16: FE-FE-88-00-25-00-FD-FE-FE-00-88-25-00-10-00-27 (....%......%...')
19:10:05.091 Read COM16: 14-00-FD (...)
19:10:05.091 Write COM16: FE-FE-88-00-26-00-FD (....&..)
19:10:05.106 Read COM16: FE-FE-88-00-26-00-FD-FE-FE-00-88-26-00-01-00-01-FD (....&......&.....)
19:10:05.195 Write COM16: FE-FE-88-00-25-01-FD (....%..)
19:10:05.202 Read COM16: FE-FE-88-00-25-01-FD (....%..)
19:10:05.219 Read COM16: FE-FE-00-88-25-00-00-96-04-07-00-FD (....%.......)
19:10:05.219 Write COM16: FE-FE-88-00-26-01-FD (....&..)
19:10:05.235 Read COM16: FE-FE-88-00-26-01-FD-FE-FE-00-88-26-00-00-00-01-FD (....&......&.....)
19:10:05.329 Write COM16: FE-FE-88-00-0F-FD (......)
19:10:05.331 Read COM16: FE (.)
19:10:05.346 Read COM16: FE-88-00-0F-FD-FE-FE-00-88-0F-00-FD (............)
19:10:05.346 Write COM16: FE-FE-88-00-21-01-FD (....!..)
19:10:05.362 Read COM16: FE-FE-88-00-21-01-FD-FE-FE-00-88-21-01-00-FD (....!......!...)
19:10:05.362 Write COM16: FE-FE-88-00-21-00-FD (....!..)
19:10:05.378 Read COM16: FE-FE-88-00-21-00-FD-FE-FE-00-88-21 (....!......!)
19:10:05.378 Read COM16: 00-00-00-00-FD (.....)
19:10:05.462 Write COM16: FE-FE-88-00-25-00-FD (....%..)
19:10:05.474 Read COM16: FE-FE-88-00-25-00-FD-FE-FE-00-88-25-00-10 (....%......%..)
19:10:05.490 Read COM16: 00-27-14-00-FD (.'...)
19:10:05.490 Write COM16: FE-FE-88-00-26-00-FD (....&..)
19:10:05.506 Read COM16: FE-FE-88-00-26-00-FD-FE-FE-00-88-26-00-01-00-01-FD (....&......&.....)
19:10:05.596 Write COM16: FE-FE-88-00-25-01-FD (....%..)
19:10:05.602 Read COM16: FE-FE-88-00-25-01-FD (....%..)
19:10:05.618 Read COM16: FE-FE-00-88-25-00-00-96-04-07-00-FD (....%.......)
19:10:05.618 Write COM16: FE-FE-88-00-26-01-FD (....&..)
19:10:05.634 Read COM16: FE-FE-88-00-26-01-FD-FE-FE-00-88-26-00-00-00-01-FD (....&......&.....)
19:10:05.729 Write COM16: FE-FE-88-00-0F-FD (......)
19:10:05.746 Read COM16: FE-FE-88-00-0F-FD-FE-FE-00-88-0F-00-FD (.............)
19:10:05.746 Write COM16: FE-FE-88-00-21-01-FD (....!..)
19:10:05.762 Read COM16: FE-FE-88-00-21-01-FD-FE-FE-00-88-21-01-00-FD (....!......!...)
19:10:05.762 Write COM16: FE-FE-88-00-21-00-FD (....!..)
19:10:05.778 Read COM16: FE-FE-88-00-21-00-FD-FE-FE-00-88-21-00-00-00-00-FD (....!......!.....)
19:10:05.863 Write COM16: FE-FE-88-00-25-00-FD (....%..)
19:10:05.874 Read COM16: FE-FE-88-00-25-00-FD-FE-FE-00-88-25-00 (....%......%.)
19:10:05.890 Read COM16: 10-00-27-14-00-FD (..'...)
19:10:05.890 Write COM16: FE-FE-88-00-26-00-FD (....&..)
19:10:05.906 Read COM16: FE-FE-88-00-26-00-FD-FE-FE-00-88-26-00-01-00-01-FD (....&......&.....)
19:10:05.996 Write COM16: FE-FE-88-00-25-01-FD (....%..)
19:10:06.002 Read COM16: FE-FE-88-00-25-01-FD (....%..)
19:10:06.017 Read COM16: FE-FE-00-88-25-00-00-96-04-07-00-FD (....%.......)
19:10:06.018 Write COM16: FE-FE-88-00-26-01-FD (....&..)
19:10:06.034 Read COM16: FE-FE-88-00-26-01-FD-FE-FE-00-88-26 (....&......&)
19:10:06.034 Read COM16: 00-00-00-01-FD (.....)
19:10:06.129 Write COM16: FE-FE-88-00-0F-FD (......)
19:10:06.146 Read COM16: FE-FE-88-00-0F-FD-FE-FE-00-88-0F-00-FD (.............)
19:10:06.146 Write COM16: FE-FE-88-00-21-01-FD (....!..)
19:10:06.162 Read COM16: FE-FE-88-00-21-01-FD-FE-FE-00-88-21-01-00-FD (....!......!...)
19:10:06.162 Write COM16: FE-FE-88-00-21-00-FD (....!..)
19:10:06.177 Read COM16: FE-FE-88-00-21-00-FD-FE-FE-00-88-21-00-00-00-00-FD (....!......!.....)
19:10:06.264 Write COM16: FE-FE-88-00-25-00-FD (....%..)
19:10:06.274 Read COM16: FE-FE-88-00-25-00-FD-FE-FE-00-88 (....%......)
19:10:06.290 Read COM16: 25-00-10-00-27-14-00-FD (%...'...)
19:10:06.290 Write COM16: FE-FE-88-00-26-00-FD (....&..)
19:10:06.306 Read COM16: FE-FE-88-00-26-00-FD-FE-FE-00-88-26-00-01-00-01-FD (....&......&.....)
19:10:06.397 Write COM16: FE-FE-88-00-25-01-FD (....%..)
19:10:06.402 Read COM16: FE-FE-88-00-25-01 (....%.)
19:10:06.418 Read COM16: FD-FE-FE-00-88-25-00-00-96-04-07-00-FD (.....%.......)
19:10:06.418 Write COM16: FE-FE-88-00-26-01-FD (....&..)
19:10:06.434 Read COM16: FE-FE-88-00-26-01-FD-FE-FE-00-88-26-00-00-00-01-FD (....&......&.....)
19:10:06.531 Write COM16: FE-FE-88-00-0F-FD (......)
19:10:06.546 Read COM16: FE-FE-88-00-0F-FD-FE-FE-00-88-0F-00-FD (.............)
19:10:06.546 Write COM16: FE-FE-88-00-21-01-FD (....!..)
19:10:06.561 Read COM16: FE-FE-88-00-21-01-FD-FE-FE-00-88-21-01-00-FD (....!......!...)
19:10:06.561 Write COM16: FE-FE-88-00-21-00-FD (....!..)
19:10:06.577 Read COM16: FE-FE-88-00-21-00-FD-FE-FE-00-88-21-00-00-00-00-FD (....!......!.....)
19:10:06.664 Write COM16: FE-FE-88-00-25-00-FD (....%..)
19:10:06.673 Read COM16: FE-FE-88-00-25-00-FD-FE (....%...)
19:10:06.690 Read COM16: FE-00-88-25-01-00-96-04-07-00-FD (...%.......)
19:10:06.690 Write COM16: FE-FE-88-00-26-00-FD (....&..)
19:10:06.705 Read COM16: FE-FE-88-00-26-00-FD-FE-FE-00-88-26-01-00-00-01-FD (....&......&.....)
19:10:06.798 Write COM16: FE-FE-88-00-25-01-FD (....%..)
19:10:06.802 Read COM16: FE-FE-88-00-25 (....%)
19:10:06.817 Read COM16: 01-FD-FE-FE-00-88-25-01-10-00-27-14-00-FD (......%...'...)
19:10:06.817 Write COM16: FE-FE-88-00-26-01-FD (....&..)
19:10:06.833 Read COM16: FE-FE-88-00-26-01-FD-FE-FE-00-88-26-01-01-00-01 (....&......&....)
19:10:06.833 Read COM16: FD (.)
19:10:06.936 Write COM16: FE-FE-88-00-0F-FD (......)
19:10:06.945 Read COM16: FE-FE-88-00-0F-FD-FE-FE-00-88 (..........)
19:10:06.962 Read COM16: 0F-00-FD (...)
19:10:06.962 Write COM16: FE-FE-88-00-21-01-FD (....!..)
19:10:06.977 Read COM16: FE-FE-88-00-21-01-FD-FE-FE-00-88-21-01-00-FD (....!......!...)
19:10:06.978 Write COM16: FE-FE-88-00-21-00-FD (....!..)
19:10:06.993 Read COM16: FE-FE-88-00-21-00-FD-FE-FE-00-88-21-00-00-00-00-FD (....!......!.....)
19:10:07.069 Write COM16: FE-FE-88-00-25-00-FD (....%..)
19:10:07.073 Read COM16: FE-FE-88-00 (....)
19:10:07.089 Read COM16: 25-00-FD-FE-FE-00-88-25-01-00-96-04-07-00-FD (%......%.......)
19:10:07.090 Write COM16: FE-FE-88-00-26-00-FD (....&..)
19:10:07.105 Read COM16: FE-FE-88-00-26-00-FD-FE-FE-00-88-26-01-00-00-01-FD (....&......&.....)
19:10:07.203 Write COM16: FE-FE-88-00-25-01-FD (....%..)
19:10:07.217 Read COM16: FE-FE-88-00-25-01-FD-FE-FE-00-88-25-01-10-00-27-14 (....%......%...'.)
19:10:07.217 Read COM16: 00 (.)
19:10:07.233 Read COM16: FD (.)
19:10:07.233 Write COM16: FE-FE-88-00-26-01-FD (....&..)
19:10:07.249 Read COM16: FE-FE-88-00-26-01-FD-FE-FE-00-88-26-01-01-00-01-FD (....&......&.....)
19:10:07.337 Write COM16: FE-FE-88-00-0F-FD (......)
19:10:07.345 Read COM16: FE-FE-88-00-0F-FD-FE (.......)
19:10:07.361 Read COM16: FE-00-88-0F-00-FD (......)
19:10:07.361 Write COM16: FE-FE-88-00-21-01-FD (....!..)
19:10:07.377 Read COM16: FE-FE-88-00-21-01-FD-FE-FE-00-88-21-01-00-FD (....!......!...)
19:10:07.377 Write COM16: FE-FE-88-00-21-00-FD (....!..)
19:10:07.393 Read COM16: FE-FE-88-00-21-00-FD-FE-FE-00 (....!.....)
19:10:07.393 Read COM16: 88-21-00-00-00-00-FD (.!.....)
19:10:07.471 Write COM16: FE-FE-88-00-25-00-FD (....%..)
19:10:07.473 Read COM16: FE-FE (..)
19:10:07.489 Read COM16: 88-00-25-00-FD-FE-FE-00-88-25-01-00-96-04-07-00-FD (..%......%.......)
19:10:07.489 Write COM16: FE-FE-88-00-26-00-FD (....&..)
19:10:07.505 Read COM16: FE-FE-88-00-26-00-FD-FE-FE-00-88-26-01-00-00-01-FD (....&......&.....)
19:10:07.605 Write COM16: FE-FE-88-00-25-01-FD (....%..)
19:10:07.617 Read COM16: FE-FE-88-00-25-01-FD-FE-FE-00-88-25 (....%......%)
19:10:07.617 Read COM16: 00-00-96 (...)
19:10:07.633 Read COM16: 04-07-00-FD (....)
19:10:07.633 Write COM16: FE-FE-88-00-26-01-FD (....&..)
19:10:07.649 Read COM16: FE-FE-88-00-26-01-FD-FE-FE-00-88-26-00-00-00-01-FD (....&......&.....)
19:10:07.739 Write COM16: FE-FE-88-00-0F-FD (......)
19:10:07.745 Read COM16: FE-FE-88-00-0F-FD (......)
19:10:07.761 Read COM16: FE-FE-00-88-0F-00-FD (.......)
19:10:07.761 Write COM16: FE-FE-88-00-21-01-FD (....!..)
19:10:07.777 Read COM16: FE-FE-88-00-21-01-FD-FE-FE-00-88-21-01-00-FD (....!......!...)
19:10:07.777 Write COM16: FE-FE-88-00-21-00-FD (....!..)
19:10:07.793 Read COM16: FE-FE-88-00-21-00-FD-FE-FE-00-88-21-00-00-00-00-FD (....!......!.....)
19:10:07.872 Write COM16: FE-FE-88-00-25-00-FD (....%..)
19:10:07.889 Read COM16: FE-FE-88-00-25-00-FD-FE-FE-00-88-25-00-10-00-27-14-00 (....%......%...'..)
19:10:07.889 Read COM16: FD (.)
19:10:07.889 Write COM16: FE-FE-88-00-26-00-FD (....&..)
19:10:07.905 Read COM16: FE-FE-88-00-26-00-FD-FE-FE-00-88-26-00-01-00-01-FD (....&......&.....)
19:10:08.005 Write COM16: FE-FE-88-00-25-01-FD (....%..)
19:10:08.017 Read COM16: FE-FE-88-00-25-01-FD-FE-FE-00-88-25-00 (....%......%.)
19:10:08.033 Read COM16: 00-96-04-07-00-FD (......)
19:10:08.033 Write COM16: FE-FE-88-00-26-01-FD (....&..)
19:10:08.048 Read COM16: FE-FE-88-00-26-01-FD-FE-FE-00-88-26-00-00-00-01-FD (....&......&.....)
19:10:08.147 Write COM16: FE-FE-88-00-0F-FD (......)
19:10:08.161 Read COM16: FE-FE-88-00-0F-FD-FE-FE-00-88-0F-00-FD (.............)
19:10:08.161 Write COM16: FE-FE-88-00-21-01-FD (....!..)
19:10:08.177 Read COM16: FE-FE-88-00-21-01-FD-FE-FE-00-88-21-01 (....!......!.)
19:10:08.177 Read COM16: 00-FD (..)
19:10:08.177 Write COM16: FE-FE-88-00-21-00-FD (....!..)
19:10:08.192 Read COM16: FE-FE-88-00-21-00-FD-FE-FE-00-88-21-00-00-00-00-FD (....!......!.....)
19:10:08.281 Write COM16: FE-FE-88-00-25-00-FD (....%..)
19:10:08.289 Read COM16: FE-FE-88-00-25-00-FD (....%..)
19:10:08.305 Read COM16: FE-FE-00-88-25-00-10-00-27-14-00-FD (....%...'...)
19:10:08.305 Write COM16: FE-FE-88-00-26-00-FD (....&..)
19:10:08.320 Read COM16: FE-FE-88-00-26-00-FD-FE-FE-00-88-26-00-01-00-01-FD (....&......&.....)
19:10:08.414 Write COM16: FE-FE-88-00-25-01-FD (....%..)
19:10:08.416 Read COM16: FE-FE (..)
19:10:08.432 Read COM16: 88-00-25-01-FD-FE-FE-00-88-25-00-00-96-04-07-00-FD (..%......%.......)
19:10:08.432 Write COM16: FE-FE-88-00-26-01-FD (....&..)
19:10:08.449 Read COM16: FE-FE-88-00-26-01-FD-FE-FE-00-88-26-00-00-00-01-FD (....&......&.....)
19:10:08.548 Write COM16: FE-FE-88-00-0F-FD (......)
19:10:08.561 Read COM16: FE-FE-88-00-0F-FD-FE-FE-00-88-0F-00-FD (.............)
19:10:08.561 Write COM16: FE-FE-88-00-21-01-FD (....!..)
19:10:08.576 Read COM16: FE-FE-88-00-21-01-FD-FE-FE-00-88-21-01-00-FD (....!......!...)
19:10:08.576 Write COM16: FE-FE-88-00-21-00-FD (....!..)
19:10:08.592 Read COM16: FE-FE-88-00-21-00-FD-FE-FE-00-88-21-00-00-00-00-FD (....!......!.....)
19:10:08.681 Write COM16: FE-FE-88-00-25-00-FD (....%..)
19:10:08.688 Read COM16: FE-FE-88-00-25-00-FD (....%..)
19:10:08.704 Read COM16: FE-FE-00-88-25-00-10-00-27-14-00-FD (....%...'...)
19:10:08.705 Write COM16: FE-FE-88-00-26-00-FD (....&..)
19:10:08.721 Read COM16: FE-FE-88-00-26-00-FD-FE-FE-00 (....&.....)
19:10:08.721 Read COM16: 88-26-00-01-00-01-FD (.&.....)
19:10:08.814 Write COM16: FE-FE-88-00-25-01-FD (....%..)
19:10:08.817 Read COM16: FE-FE (..)
19:10:08.832 Read COM16: 88-00-25-01-FD-FE-FE-00-88-25-00-00-96-04-07-00-FD (..%......%.......)
19:10:08.832 Write COM16: FE-FE-88-00-26-01-FD (....&..)
19:10:08.848 Read COM16: FE-FE-88-00-26-01-FD-FE-FE-00-88-26-00-00-00-01-FD (....&......&.....)
19:10:08.948 Write COM16: FE-FE-88-00-0F-FD (......)
19:10:08.960 Read COM16: FE-FE-88-00-0F-FD-FE-FE-00-88-0F-00-FD (.............)
19:10:08.960 Write COM16: FE-FE-88-00-21-01-FD (....!..)
19:10:08.976 Read COM16: FE-FE-88-00-21-01-FD-FE-FE-00-88-21-01-00-FD (....!......!...)
19:10:08.976 Write COM16: FE-FE-88-00-21-00-FD (....!..)
19:10:08.993 Read COM16: FE-FE-88-00-21-00-FD-FE-FE-00-88-21-00-00-00 (....!......!...)
19:10:08.993 Read COM16: 00-FD (..)
19:10:09.081 Write COM16: FE-FE-88-00-25-00-FD (....%..)
19:10:09.088 Read COM16: FE-FE-88-00-25-00-FD (....%..)
19:10:09.104 Read COM16: FE-FE-00-88-25-00-10-00-27-14-00-FD (....%...'...)
19:10:09.104 Write COM16: FE-FE-88-00-26-00-FD (....&..)
19:10:09.121 Read COM16: FE-FE-88-00-26-00-FD-FE-FE-00-88-26-00-01-00-01-FD (....&......&.....)
19:10:09.214 Write COM16: FE-FE-88-00-25-01-FD (....%..)
19:10:09.216 Read COM16: FE-FE (..)
19:10:09.232 Read COM16: 88-00-25-01-FD-FE-FE-00-88-25-00-00-96-04-07-00-FD (..%......%.......)
19:10:09.232 Write COM16: FE-FE-88-00-26-01-FD (....&..)
19:10:09.248 Read COM16: FE-FE-88-00-26-01-FD-FE-FE-00-88-26-00-00-00-01-FD (....&......&.....)
19:10:09.348 Write COM16: FE-FE-88-00-0F-FD (......)
19:10:09.360 Read COM16: FE-FE-88-00-0F-FD-FE-FE-00-88-0F-00-FD (.............)
19:10:09.360 Write COM16: FE-FE-88-00-21-01-FD (....!..)
19:10:09.376 Read COM16: FE-FE-88-00-21-01-FD-FE-FE-00-88-21 (....!......!)
19:10:09.376 Read COM16: 01-00-FD (...)
19:10:09.376 Write COM16: FE-FE-88-00-21-00-FD (....!..)
19:10:09.392 Read COM16: FE-FE-88-00-21-00-FD-FE-FE-00-88-21-00-00-00-00-FD (....!......!.....)
19:10:09.481 Write COM16: FE-FE-88-00-25-00-FD (....%..)
19:10:09.488 Read COM16: FE-FE-88-00-25-00-FD (....%..)
19:10:09.504 Read COM16: FE-FE-00-88-25-00-10-00-27-14-00-FD (....%...'...)
19:10:09.504 Write COM16: FE-FE-88-00-26-00-FD (....&..)
19:10:09.520 Read COM16: FE-FE-88-00-26-00-FD-FE-FE-00-88-26-00-01-00-01-FD (....&......&.....)
19:10:09.615 Write COM16: FE-FE-88-00-25-01-FD (....%..)
19:10:09.632 Read COM16: FE-FE-88-00-25-01-FD-FE-FE-00-88-25-00-00-96-04-07 (....%......%.....)
19:10:09.632 Read COM16: 00-FD (..)
19:10:09.632 Write COM16: FE-FE-88-00-26-01-FD (....&..)
19:10:09.648 Read COM16: FE-FE-88-00-26-01-FD-FE-FE-00-88-26-00-00-00-01-FD (....&......&.....)
19:10:09.748 Write COM16: FE-FE-88-00-0F-FD (......)
19:10:09.760 Read COM16: FE-FE-88-00-0F-FD-FE-FE-00-88-0F-00-FD (.............)
19:10:09.760 Write COM16: FE-FE-88-00-21-01-FD (....!..)
19:10:09.776 Read COM16: FE-FE-88-00-21-01-FD-FE-FE-00-88-21-01-00-FD (....!......!...)
19:10:09.776 Write COM16: FE-FE-88-00-21-00-FD (....!..)
19:10:09.792 Read COM16: FE-FE-88-00-21-00-FD-FE-FE-00-88-21-00-00-00-00-FD (....!......!.....)
19:10:09.882 Write COM16: FE-FE-88-00-25-00-FD (....%..)
19:10:09.887 Read COM16: FE-FE-88-00-25-00-FD (....%..)
19:10:09.903 Read COM16: FE-FE-00-88-25-00-10-00-27-14-00-FD (....%...'...)
19:10:09.903 Write COM16: FE-FE-88-00-26-00-FD (....&..)
19:10:09.919 Read COM16: FE-FE-88-00-26-00-FD-FE-FE-00-88-26-00-01-00-01-FD (....&......&.....)
19:10:10.015 Write COM16: FE-FE-88-00-25-01-FD (....%..)
19:10:10.032 Read COM16: FE-FE-88-00-25-01-FD-FE-FE-00-88-25-00-00-96-04-07-00 (....%......%......)
19:10:10.032 Read COM16: FD (.)
19:10:10.032 Write COM16: FE-FE-88-00-26-01-FD (....&..)
19:10:10.048 Read COM16: FE-FE-88-00-26-01-FD-FE-FE-00-88-26-00-00-00-01-FD (....&......&.....)
19:10:10.149 Write COM16: FE-FE-88-00-0F-FD (......)
19:10:10.160 Read COM16: FE-FE-88-00-0F-FD-FE-FE-00-88-0F-00 (............)
19:10:10.175 Read COM16: FD (.)
19:10:10.175 Write COM16: FE-FE-88-00-21-01-FD (....!..)
19:10:10.191 Read COM16: FE-FE-88-00-21-01-FD-FE-FE-00-88-21-01-00-FD (....!......!...)
19:10:10.191 Write COM16: FE-FE-88-00-21-00-FD (....!..)
19:10:10.208 Read COM16: FE-FE-88-00-21-00-FD-FE-FE-00-88-21-00-00-00-00-FD (....!......!.....)
19:10:10.282 Write COM16: FE-FE-88-00-25-00-FD (....%..)
19:10:10.288 Read COM16: FE-FE-88-00-25-00-FD (....%..)
19:10:10.303 Read COM16: FE-FE-00-88-25-00-10-00-27-14-00-FD (....%...'...)
19:10:10.304 Write COM16: FE-FE-88-00-26-00-FD (....&..)
19:10:10.320 Read COM16: FE-FE-88-00-26-00-FD-FE-FE-00-88-26-00-01-00-01-FD (....&......&.....)
19:10:10.415 Write COM16: FE-FE-88-00-25-01-FD (....%..)
19:10:10.432 Read COM16: FE-FE-88-00-25-01-FD-FE-FE-00-88-25-00-00-96-04-07-00-FD (....%......%.......)
19:10:10.432 Write COM16: FE-FE-88-00-26-01-FD (....&..)
19:10:10.447 Read COM16: FE-FE-88-00-26-01-FD-FE-FE-00-88-26-00-00-00-01-FD (....&......&.....)
19:10:10.549 Write COM16: FE-FE-88-00-0F-FD (......)
19:10:10.559 Read COM16: FE-FE-88-00-0F-FD-FE-FE-00-88-0F-00 (............)
19:10:10.576 Read COM16: FD (.)
19:10:10.576 Write COM16: FE-FE-88-00-21-01-FD (....!..)
19:10:10.592 Read COM16: FE-FE-88-00-21-01-FD-FE-FE-00-88-21-01-00-FD (....!......!...)
19:10:10.592 Write COM16: FE-FE-88-00-21-00-FD (....!..)
19:10:10.607 Read COM16: FE-FE-88-00-21-00-FD-FE-FE-00-88-21-00-00-00-00-FD (....!......!.....)
19:10:10.682 Write COM16: FE-FE-88-00-25-00-FD (....%..)
19:10:10.687 Read COM16: FE-FE-88-00-25-00-FD (....%..)
19:10:10.704 Read COM16: FE-FE-00-88-25-00-10-00-27-14-00-FD (....%...'...)
19:10:10.704 Write COM16: FE-FE-88-00-26-00-FD (....&..)
19:10:10.719 Read COM16: FE-FE-88-00-26-00-FD-FE-FE-00-88-26-00-01-00-01-FD (....&......&.....)
19:10:10.815 Write COM16: FE-FE-88-00-25-01-FD (....%..)
19:10:10.831 Read COM16: FE-FE-88-00-25-01-FD-FE-FE-00-88-25-00-00-96-04-07-00-FD (....%......%.......)
19:10:10.831 Write COM16: FE-FE-88-00-26-01-FD (....&..)
19:10:10.847 Read COM16: FE-FE-88-00-26-01-FD-FE-FE-00-88-26-00 (....&......&.)
19:10:10.847 Read COM16: 00-00-01-FD (....)
19:10:10.949 Write COM16: FE-FE-88-00-0F-FD (......)
19:10:10.958 Read COM16: FE-FE-88-00-0F-FD-FE-FE-00-88-0F (...........)
19:10:10.975 Read COM16: 00-FD (..)
19:10:10.975 Write COM16: FE-FE-88-00-21-01-FD (....!..)
19:10:10.991 Read COM16: FE-FE-88-00-21-01-FD-FE-FE-00-88-21-01-00-FD (....!......!...)
19:10:10.991 Write COM16: FE-FE-88-00-21-00-FD (....!..)
