Trace started at 2026-09-03:18:53:59.824
18:54:07.326 Write COM16: FE-FE-88-00-26-00-FD (....&..)
18:54:07.342 Read COM16: FE-FE-88-00-26-00-FD-FE-FE-00-88-26-00-01-00-01 (....&......&....)
18:54:07.342 Read COM16: FD (.)
18:54:07.444 Write COM16: FE-FE-88-00-25-01-FD (....%..)
18:54:07.453 Read COM16: FE-FE-88-00-25-01-FD-FE-FE-00 (....%.....)
18:54:07.470 Read COM16: 88-25-00-00-96-04-07-00-FD (.%.......)
18:54:07.470 Write COM16: FE-FE-88-00-26-01-FD (....&..)
18:54:07.485 Read COM16: FE-FE-88-00-26-01-FD-FE-FE-00-88-26-00-00-00-01 (....&......&....)
18:54:07.485 Read COM16: FD (.)
18:54:07.577 Write COM16: FE-FE-88-00-0F-FD (......)
18:54:07.581 Read COM16: FE-FE-88-00-0F (.....)
18:54:07.597 Read COM16: FD-FE-FE-00-88-0F-00-FD (........)
18:54:07.597 Write COM16: FE-FE-88-00-21-01-FD (....!..)
18:54:07.613 Read COM16: FE-FE-88-00-21-01-FD-FE-FE-00-88-21-01-00-FD (....!......!...)
18:54:07.613 Write COM16: FE-FE-88-00-21-00-FD (....!..)
18:54:07.629 Read COM16: FE-FE-88-00-21-00-FD-FE-FE-00-88-21-00-00-00-00-FD (....!......!.....)
18:54:07.710 Write COM16: FE-FE-88-00-25-00-FD (....%..)
18:54:07.725 Read COM16: FE-FE-88-00-25-00-FD-FE-FE-00-88-25-00-10-00-27-14-00 (....%......%...'..)
18:54:07.725 Read COM16: FD (.)
18:54:07.725 Write COM16: FE-FE-88-00-26-00-FD (....&..)
18:54:07.741 Read COM16: FE-FE-88-00-26-00-FD-FE-FE-00-88-26-00-01-00-01-FD (....&......&.....)
18:54:07.844 Write COM16: FE-FE-88-00-25-01-FD (....%..)
18:54:07.853 Read COM16: FE-FE-88-00-25-01-FD-FE (....%...)
18:54:07.869 Read COM16: FE-00-88-25-00-00-96-04-07-00-FD (...%.......)
18:54:07.869 Write COM16: FE-FE-88-00-26-01-FD (....&..)
18:54:07.885 Read COM16: FE-FE-88-00-26-01-FD-FE-FE-00-88-26-00-00-00-01-FD (....&......&.....)
18:54:07.978 Write COM16: FE-FE-88-00-0F-FD (......)
18:54:07.981 Read COM16: FE-FE-88-00 (....)
18:54:07.997 Read COM16: 0F-FD-FE-FE-00-88-0F-00-FD (.........)
18:54:07.997 Write COM16: FE-FE-88-00-21-01-FD (....!..)
18:54:08.013 Read COM16: FE-FE-88-00-21-01-FD-FE-FE-00-88-21-01-00-FD (....!......!...)
18:54:08.013 Write COM16: FE-FE-88-00-21-00-FD (....!..)
18:54:08.029 Read COM16: FE-FE-88-00-21-00-FD-FE-FE-00-88-21-00-00-00-00-FD (....!......!.....)
18:54:08.111 Write COM16: FE-FE-88-00-25-00-FD (....%..)
18:54:08.125 Read COM16: FE-FE-88-00-25-00-FD-FE-FE-00-88-25-00-10-00-27-14-00 (....%......%...'..)
18:54:08.141 Read COM16: FD (.)
18:54:08.141 Write COM16: FE-FE-88-00-26-00-FD (....&..)
18:54:08.157 Read COM16: FE-FE-88-00-26-00-FD-FE-FE-00-88-26-00-01-00-01-FD (....&......&.....)
18:54:08.244 Write COM16: FE-FE-88-00-25-01-FD (....%..)
18:54:08.253 Read COM16: FE-FE-88-00-25-01-FD-FE (....%...)
18:54:08.269 Read COM16: FE-00-88-25-00-00-96-04-07-00-FD (...%.......)
18:54:08.269 Write COM16: FE-FE-88-00-26-01-FD (....&..)
18:54:08.285 Read COM16: FE-FE-88-00-26-01-FD-FE-FE-00-88-26-00-00-00-01-FD (....&......&.....)
18:54:08.378 Write COM16: FE-FE-88-00-0F-FD (......)
18:54:08.381 Read COM16: FE-FE-88 (...)
18:54:08.397 Read COM16: 00-0F-FD-FE-FE-00-88-0F-00-FD (..........)
18:54:08.397 Write COM16: FE-FE-88-00-21-01-FD (....!..)
18:54:08.413 Read COM16: FE-FE-88-00-21-01-FD-FE-FE-00-88-21-01-00-FD (....!......!...)
18:54:08.413 Write COM16: FE-FE-88-00-21-00-FD (....!..)
18:54:08.429 Read COM16: FE-FE-88-00-21-00-FD-FE-FE-00-88-21-00-00-00-00-FD (....!......!.....)
18:54:08.512 Write COM16: FE-FE-88-00-25-00-FD (....%..)
18:54:08.525 Read COM16: FE-FE-88-00-25-00-FD-FE-FE-00-88-25-00-10-00-27 (....%......%...')
18:54:08.541 Read COM16: 14-00-FD (...)
18:54:08.541 Write COM16: FE-FE-88-00-26-00-FD (....&..)
18:54:08.557 Read COM16: FE-FE-88-00-26-00-FD-FE-FE-00-88-26-00-01-00-01-FD (....&......&.....)
18:54:08.645 Write COM16: FE-FE-88-00-25-01-FD (....%..)
18:54:08.652 Read COM16: FE-FE-88-00-25-01-FD (....%..)
18:54:08.668 Read COM16: FE-FE-00-88-25-00-00-96-04-07-00-FD (....%.......)
18:54:08.668 Write COM16: FE-FE-88-00-26-01-FD (....&..)
18:54:08.685 Read COM16: FE-FE-88-00-26-01-FD-FE-FE-00-88-26-00-00-00-01-FD (....&......&.....)
18:54:08.779 Write COM16: FE-FE-88-00-0F-FD (......)
18:54:08.797 Read COM16: FE-FE-88-00-0F-FD-FE-FE-00-88-0F-00 (............)
18:54:08.797 Read COM16: FD (.)
18:54:08.797 Write COM16: FE-FE-88-00-21-01-FD (....!..)
18:54:08.813 Read COM16: FE-FE-88-00-21-01-FD-FE-FE-00-88-21-01 (....!......!.)
18:54:08.813 Read COM16: 00-FD (..)
18:54:08.813 Write COM16: FE-FE-88-00-21-00-FD (....!..)
18:54:08.829 Read COM16: FE-FE-88-00-21-00-FD-FE-FE-00-88-21-00-00-00-00 (....!......!....)
18:54:08.829 Read COM16: FD (.)
18:54:08.913 Write COM16: FE-FE-88-00-25-00-FD (....%..)
18:54:08.925 Read COM16: FE-FE-88-00-25-00-FD-FE-FE-00-88-25-00-10 (....%......%..)
18:54:08.940 Read COM16: 00-27-14-00-FD (.'...)
18:54:08.940 Write COM16: FE-FE-88-00-26-00-FD (....&..)
18:54:08.957 Read COM16: FE-FE-88-00-26-00-FD-FE-FE-00-88-26-00-01-00-01-FD (....&......&.....)
18:54:09.046 Write COM16: FE-FE-88-00-25-01-FD (....%..)
18:54:09.052 Read COM16: FE-FE-88-00-25-01-FD (....%..)
18:54:09.068 Read COM16: FE-FE-00-88-25-00-00-96-04-07-00-FD (....%.......)
18:54:09.068 Write COM16: FE-FE-88-00-26-01-FD (....&..)
18:54:09.084 Read COM16: FE-FE-88-00-26-01-FD-FE-FE-00-88-26-00-00-00-01-FD (....&......&.....)
18:54:09.180 Write COM16: FE-FE-88-00-0F-FD (......)
18:54:09.196 Read COM16: FE-FE-88-00-0F-FD-FE-FE-00-88-0F-00-FD (.............)
18:54:09.196 Write COM16: FE-FE-88-00-21-01-FD (....!..)
18:54:09.213 Read COM16: FE-FE-88-00-21-01-FD-FE-FE-00-88-21-01-00-FD (....!......!...)
18:54:09.213 Write COM16: FE-FE-88-00-21-00-FD (....!..)
18:54:09.228 Read COM16: FE-FE-88-00-21-00-FD-FE-FE-00-88-21-00-00-00-00-FD (....!......!.....)
18:54:09.313 Write COM16: FE-FE-88-00-25-00-FD (....%..)
18:54:09.324 Read COM16: FE-FE-88-00-25-00-FD-FE-FE-00-88-25 (....%......%)
18:54:09.340 Read COM16: 00-10-00-27-14-00-FD (...'...)
18:54:09.340 Write COM16: FE-FE-88-00-26-00-FD (....&..)
18:54:09.356 Read COM16: FE-FE-88-00-26-00-FD-FE-FE-00-88-26-00-01-00-01-FD (....&......&.....)
18:54:09.447 Write COM16: FE-FE-88-00-25-01-FD (....%..)
18:54:09.452 Read COM16: FE-FE-88-00-25-01-FD (....%..)
18:54:09.468 Read COM16: FE-FE-00-88-25-00-00-96-04-07-00-FD (....%.......)
18:54:09.468 Write COM16: FE-FE-88-00-26-01-FD (....&..)
18:54:09.484 Read COM16: FE-FE-88-00-26-01-FD-FE-FE-00-88-26-00-00-00-01-FD (....&......&.....)
18:54:09.580 Write COM16: FE-FE-88-00-0F-FD (......)
18:54:09.596 Read COM16: FE-FE-88-00-0F-FD-FE-FE-00-88-0F-00-FD (.............)
18:54:09.596 Write COM16: FE-FE-88-00-21-01-FD (....!..)
18:54:09.612 Read COM16: FE-FE-88-00-21-01-FD-FE-FE-00-88-21-01-00-FD (....!......!...)
18:54:09.612 Write COM16: FE-FE-88-00-21-00-FD (....!..)
18:54:09.628 Read COM16: FE-FE-88-00-21-00-FD-FE-FE-00-88-21-00-00-00-00-FD (....!......!.....)
18:54:09.713 Write COM16: FE-FE-88-00-25-00-FD (....%..)
18:54:09.724 Read COM16: FE-FE-88-00-25-00-FD-FE-FE-00-88-25 (....%......%)
18:54:09.740 Read COM16: 00-10-00-27-14-00-FD (...'...)
18:54:09.740 Write COM16: FE-FE-88-00-26-00-FD (....&..)
18:54:09.755 Read COM16: FE-FE-88-00-26-00-FD-FE-FE-00-88-26-00-01-00-01-FD (....&......&.....)
18:54:09.847 Write COM16: FE-FE-88-00-25-01-FD (....%..)
18:54:09.852 Read COM16: FE-FE-88-00-25-01-FD (....%..)
18:54:09.868 Read COM16: FE-FE-00-88-25-00-00-96-04-07-00-FD (....%.......)
18:54:09.868 Write COM16: FE-FE-88-00-26-01-FD (....&..)
18:54:09.884 Read COM16: FE-FE-88-00-26-01-FD-FE-FE-00-88-26-00-00-00-01-FD (....&......&.....)
18:54:09.980 Write COM16: FE-FE-88-00-0F-FD (......)
18:54:09.996 Read COM16: FE-FE-88-00-0F-FD-FE-FE-00-88-0F-00-FD (.............)
18:54:09.996 Write COM16: FE-FE-88-00-21-01-FD (....!..)
18:54:10.012 Read COM16: FE-FE-88-00-21-01-FD-FE-FE-00-88-21-01-00-FD (....!......!...)
18:54:10.012 Write COM16: FE-FE-88-00-21-00-FD (....!..)
18:54:10.028 Read COM16: FE-FE-88-00-21-00-FD-FE-FE-00-88-21-00-00-00-00-FD (....!......!.....)
18:54:10.114 Write COM16: FE-FE-88-00-25-00-FD (....%..)
18:54:10.124 Read COM16: FE-FE-88-00-25-00-FD-FE-FE-00 (....%.....)
18:54:10.140 Read COM16: 88-25-00-10-00-27-14-00-FD (.%...'...)
18:54:10.140 Write COM16: FE-FE-88-00-26-00-FD (....&..)
18:54:10.156 Read COM16: FE-FE-88-00-26-00-FD-FE-FE-00-88-26-00-01-00-01-FD (....&......&.....)
18:54:10.247 Write COM16: FE-FE-88-00-25-01-FD (....%..)
18:54:10.251 Read COM16: FE-FE-88-00-25-01 (....%.)
18:54:10.268 Read COM16: FD-FE-FE-00-88-25-00-00-96-04-07-00-FD (.....%.......)
18:54:10.268 Write COM16: FE-FE-88-00-26-01-FD (....&..)
18:54:10.284 Read COM16: FE-FE-88-00-26-01-FD-FE-FE-00-88-26-00-00-00-01-FD (....&......&.....)
18:54:10.380 Write COM16: FE-FE-88-00-0F-FD (......)
18:54:10.396 Read COM16: FE-FE-88-00-0F-FD-FE-FE-00-88-0F-00-FD (.............)
18:54:10.396 Write COM16: FE-FE-88-00-21-01-FD (....!..)
18:54:10.412 Read COM16: FE-FE-88-00-21-01-FD-FE-FE-00-88-21-01-00-FD (....!......!...)
18:54:10.412 Write COM16: FE-FE-88-00-21-00-FD (....!..)
18:54:10.427 Read COM16: FE-FE-88-00-21-00-FD-FE-FE-00-88-21-00-00-00-00-FD (....!......!.....)
18:54:10.514 Write COM16: FE-FE-88-00-25-00-FD (....%..)
18:54:10.524 Read COM16: FE-FE-88-00-25-00-FD-FE-FE (....%....)
18:54:10.539 Read COM16: 00-88-25-00-10-00-27-14-00-FD (..%...'...)
18:54:10.539 Write COM16: FE-FE-88-00-26-00-FD (....&..)
18:54:10.555 Read COM16: FE-FE-88-00-26-00-FD-FE-FE-00-88-26-00-01-00-01-FD (....&......&.....)
18:54:10.648 Write COM16: FE-FE-88-00-25-01-FD (....%..)
18:54:10.652 Read COM16: FE-FE-88-00-25 (....%)
18:54:10.667 Read COM16: 01-FD-FE-FE-00-88-25-00-00-96-04-07-00-FD (......%.......)
18:54:10.667 Write COM16: FE-FE-88-00-26-01-FD (....&..)
18:54:10.683 Read COM16: FE-FE-88-00-26-01-FD-FE-FE-00-88-26-00-00-00-01-FD (....&......&.....)
18:54:10.781 Write COM16: FE-FE-88-00-0F-FD (......)
18:54:10.795 Read COM16: FE-FE-88-00-0F-FD-FE-FE-00-88-0F-00-FD (.............)
18:54:10.795 Write COM16: FE-FE-88-00-21-01-FD (....!..)
18:54:10.812 Read COM16: FE-FE-88-00-21-01-FD-FE-FE-00-88-21-01-00-FD (....!......!...)
18:54:10.812 Write COM16: FE-FE-88-00-21-00-FD (....!..)
18:54:10.827 Read COM16: FE-FE-88-00-21-00-FD-FE-FE-00-88-21-00-00-00-00 (....!......!....)
18:54:10.827 Read COM16: FD (.)
18:54:10.914 Write COM16: FE-FE-88-00-25-00-FD (....%..)
18:54:10.923 Read COM16: FE-FE-88-00-25-00-FD-FE-FE-00 (....%.....)
18:54:10.940 Read COM16: 88-25-00-10-00-27-14-00-FD (.%...'...)
18:54:10.940 Write COM16: FE-FE-88-00-26-00-FD (....&..)
18:54:10.955 Read COM16: FE-FE-88-00-26-00-FD-FE-FE-00 (....&.....)
18:54:10.955 Read COM16: 88-26-00-01-00-01-FD (.&.....)
18:54:11.047 Write COM16: FE-FE-88-00-25-01-FD (....%..)
18:54:11.051 Read COM16: FE-FE-88-00-25-01 (....%.)
18:54:11.067 Read COM16: FD-FE-FE-00-88-25-00-00-96-04-07-00-FD (.....%.......)
18:54:11.067 Write COM16: FE-FE-88-00-26-01-FD (....&..)
18:54:11.083 Read COM16: FE-FE-88-00-26-01-FD-FE-FE-00-88-26-00-00-00-01-FD (....&......&.....)
18:54:11.181 Write COM16: FE-FE-88-00-0F-FD (......)
18:54:11.195 Read COM16: FE-FE-88-00-0F-FD-FE-FE-00-88-0F-00-FD (.............)
18:54:11.195 Write COM16: FE-FE-88-00-21-01-FD (....!..)
18:54:11.211 Read COM16: FE-FE-88-00-21-01-FD-FE-FE-00-88 (....!......)
18:54:11.211 Read COM16: 21-01-00-FD (!...)
18:54:11.211 Write COM16: FE-FE-88-00-21-00-FD (....!..)
18:54:11.227 Read COM16: FE-FE-88-00-21-00-FD-FE-FE-00-88-21-00-00-00-00-FD (....!......!.....)
18:54:11.314 Write COM16: FE-FE-88-00-25-00-FD (....%..)
18:54:11.323 Read COM16: FE-FE-88-00-25-00-FD-FE-FE (....%....)
18:54:11.339 Read COM16: 00-88-25-00-10-00-27-14-00-FD (..%...'...)
18:54:11.339 Write COM16: FE-FE-88-00-26-00-FD (....&..)
18:54:11.355 Read COM16: FE-FE-88-00-26-00-FD-FE-FE-00-88-26-00-01-00-01-FD (....&......&.....)
18:54:11.447 Write COM16: FE-FE-88-00-25-01-FD (....%..)
18:54:11.451 Read COM16: FE-FE-88-00 (....)
18:54:11.467 Read COM16: 25-01-FD-FE-FE-00-88-25-00-00-96-04-07-00-FD (%......%.......)
18:54:11.467 Write COM16: FE-FE-88-00-26-01-FD (....&..)
18:54:11.483 Read COM16: FE-FE-88-00-26-01-FD-FE-FE-00-88-26-00-00-00-01-FD (....&......&.....)
18:54:11.581 Write COM16: FE-FE-88-00-0F-FD (......)
18:54:11.595 Read COM16: FE-FE-88-00-0F-FD-FE-FE-00-88-0F-00-FD (.............)
18:54:11.595 Write COM16: FE-FE-88-00-21-01-FD (....!..)
18:54:11.611 Read COM16: FE-FE-88-00-21-01-FD-FE-FE-00-88-21-01-00-FD (....!......!...)
18:54:11.611 Write COM16: FE-FE-88-00-21-00-FD (....!..)
18:54:11.627 Read COM16: FE-FE-88-00-21-00-FD-FE-FE-00-88-21-00-00-00-00-FD (....!......!.....)
18:54:11.714 Write COM16: FE-FE-88-00-25-00-FD (....%..)
18:54:11.723 Read COM16: FE-FE-88-00-25-00-FD-FE (....%...)
18:54:11.738 Read COM16: FE-00-88-25-00-10-00-27-14-00-FD (...%...'...)
18:54:11.738 Write COM16: FE-FE-88-00-26-00-FD (....&..)
18:54:11.755 Read COM16: FE-FE-88-00-26-00-FD-FE-FE-00-88-26-00-01-00-01-FD (....&......&.....)
18:54:11.848 Write COM16: FE-FE-88-00-25-01-FD (....%..)
18:54:11.850 Read COM16: FE-FE-88 (...)
18:54:11.866 Read COM16: 00-25-01-FD-FE-FE-00-88-25-00-00-96-04-07-00-FD (.%......%.......)
18:54:11.866 Write COM16: FE-FE-88-00-26-01-FD (....&..)
18:54:11.883 Read COM16: FE-FE-88-00-26-01-FD-FE-FE-00-88-26-00-00-00-01-FD (....&......&.....)
18:54:11.982 Write COM16: FE-FE-88-00-0F-FD (......)
18:54:11.995 Read COM16: FE-FE-88-00-0F-FD-FE-FE-00-88-0F-00-FD (.............)
18:54:11.995 Write COM16: FE-FE-88-00-21-01-FD (....!..)
18:54:12.011 Read COM16: FE-FE-88-00-21-01-FD-FE-FE-00-88-21-01-00-FD (....!......!...)
18:54:12.011 Write COM16: FE-FE-88-00-21-00-FD (....!..)
18:54:12.026 Read COM16: FE-FE-88-00-21-00-FD-FE-FE-00-88-21-00-00-00-00-FD (....!......!.....)
18:54:12.116 Write COM16: FE-FE-88-00-25-00-FD (....%..)
18:54:12.123 Read COM16: FE-FE-88-00-25-00-FD (....%..)
18:54:12.139 Read COM16: FE-FE-00-88-25-00-10-00-27-14-00-FD (....%...'...)
18:54:12.139 Write COM16: FE-FE-88-00-26-00-FD (....&..)
18:54:12.154 Read COM16: FE-FE-88-00-26-00-FD-FE-FE-00-88-26-00-01-00-01-FD (....&......&.....)
18:54:12.250 Write COM16: FE-FE-88-00-25-01-FD (....%..)
18:54:12.267 Read COM16: FE-FE-88-00-25-01-FD-FE-FE-00-88-25-00-00-96-04-07-00-FD (....%......%.......)
18:54:12.267 Write COM16: FE-FE-88-00-26-01-FD (....&..)
18:54:12.283 Read COM16: FE-FE-88-00-26-01-FD-FE-FE-00-88-26-00-00-00-01 (....&......&....)
18:54:12.283 Read COM16: FD (.)
18:54:12.384 Write COM16: FE-FE-88-00-0F-FD (......)
18:54:12.395 Read COM16: FE-FE-88-00-0F-FD-FE-FE-00-88-0F (...........)
18:54:12.395 Read COM16: 00 (.)
18:54:12.410 Read COM16: FD (.)
18:54:12.410 Write COM16: FE-FE-88-00-21-01-FD (....!..)
18:54:12.426 Read COM16: FE-FE-88-00-21-01-FD-FE-FE-00-88-21-01-00-FD (....!......!...)
18:54:12.426 Write COM16: FE-FE-88-00-21-00-FD (....!..)
18:54:12.442 Read COM16: FE-FE-88-00-21-00-FD-FE-FE-00-88-21-00-00-00-00-FD (....!......!.....)
18:54:12.517 Write COM16: FE-FE-88-00-25-00-FD (....%..)
18:54:12.522 Read COM16: FE-FE-88-00-25-00-FD (....%..)
18:54:12.538 Read COM16: FE-FE-00-88-25-00-10-00-27-14-00-FD (....%...'...)
18:54:12.538 Write COM16: FE-FE-88-00-26-00-FD (....&..)
18:54:12.554 Read COM16: FE-FE-88-00-26-00-FD-FE-FE-00-88-26-00-01 (....&......&..)
18:54:12.554 Read COM16: 00-01-FD (...)
18:54:12.651 Write COM16: FE-FE-88-00-25-01-FD (....%..)
18:54:12.666 Read COM16: FE-FE-88-00-25-01-FD-FE-FE-00-88-25-00 (....%......%.)
18:54:12.666 Read COM16: 00-96-04-07-00-FD (......)
18:54:12.666 Write COM16: FE-FE-88-00-26-01-FD (....&..)
18:54:12.682 Read COM16: FE-FE-88-00-26-01-FD-FE-FE-00-88-26-00-00-00-01-FD (....&......&.....)
18:54:12.785 Write COM16: FE-FE-88-00-0F-FD (......)
18:54:12.794 Read COM16: FE-FE-88-00-0F-FD-FE-FE-00-88 (..........)
18:54:12.811 Read COM16: 0F-00-FD (...)
18:54:12.811 Write COM16: FE-FE-88-00-21-01-FD (....!..)
18:54:12.826 Read COM16: FE-FE-88-00-21-01-FD-FE-FE-00-88-21-01-00-FD (....!......!...)
18:54:12.826 Write COM16: FE-FE-88-00-21-00-FD (....!..)
18:54:12.842 Read COM16: FE-FE-88-00-21-00-FD-FE-FE-00-88-21-00-00-00-00-FD (....!......!.....)
18:54:12.918 Write COM16: FE-FE-88-00-25-00-FD (....%..)
18:54:12.922 Read COM16: FE-FE-88-00-25-00 (....%.)
18:54:12.938 Read COM16: FD-FE-FE-00-88-25-00-10-00-27-14-00-FD (.....%...'...)
18:54:12.938 Write COM16: FE-FE-88-00-26-00-FD (....&..)
18:54:12.954 Read COM16: FE-FE-88-00-26-00-FD-FE-FE-00-88-26-00-01-00-01-FD (....&......&.....)
18:54:13.051 Write COM16: FE-FE-88-00-25-01-FD (....%..)
18:54:13.066 Read COM16: FE-FE-88-00-25-01-FD-FE-FE-00-88-25-00-00-96-04-07-00 (....%......%......)
18:54:13.066 Read COM16: FD (.)
18:54:13.066 Write COM16: FE-FE-88-00-26-01-FD (....&..)
18:54:13.082 Read COM16: FE-FE-88-00-26-01-FD-FE-FE-00-88-26-00-00-00-01-FD (....&......&.....)
18:54:13.185 Write COM16: FE-FE-88-00-0F-FD (......)
18:54:13.195 Read COM16: FE-FE-88-00-0F-FD-FE-FE-00 (.........)
18:54:13.210 Read COM16: 88-0F-00-FD (....)
18:54:13.210 Write COM16: FE-FE-88-00-21-01-FD (....!..)
18:54:13.226 Read COM16: FE-FE-88-00-21-01-FD-FE-FE-00-88-21-01-00-FD (....!......!...)
18:54:13.226 Write COM16: FE-FE-88-00-21-00-FD (....!..)
18:54:13.242 Read COM16: FE-FE-88-00-21-00-FD-FE-FE-00-88-21-00-00-00-00 (....!......!....)
18:54:13.242 Read COM16: FD (.)
18:54:13.318 Write COM16: FE-FE-88-00-25-00-FD (....%..)
18:54:13.322 Read COM16: FE-FE-88-00-25-00 (....%.)
18:54:13.338 Read COM16: FD-FE-FE-00-88-25-00-10-00-27-14-00-FD (.....%...'...)
18:54:13.338 Write COM16: FE-FE-88-00-26-00-FD (....&..)
18:54:13.353 Read COM16: FE-FE-88-00-26-00-FD-FE-FE-00-88-26-00 (....&......&.)
18:54:13.353 Read COM16: 01-00-01-FD (....)
18:54:13.451 Write COM16: FE-FE-88-00-25-01-FD (....%..)
18:54:13.466 Read COM16: FE-FE-88-00-25-01-FD-FE-FE-00-88 (....%......)
18:54:13.466 Read COM16: 25-00-00-96-04-07-00-FD (%.......)
18:54:13.466 Write COM16: FE-FE-88-00-26-01-FD (....&..)
18:54:13.482 Read COM16: FE-FE-88-00-26-01-FD-FE-FE-00-88-26-00-00-00-01-FD (....&......&.....)
18:54:13.585 Write COM16: FE-FE-88-00-0F-FD (......)
18:54:13.594 Read COM16: FE-FE-88-00-0F-FD-FE-FE-00-88 (..........)
18:54:13.610 Read COM16: 0F-00-FD (...)
18:54:13.610 Write COM16: FE-FE-88-00-21-01-FD (....!..)
18:54:13.626 Read COM16: FE-FE-88-00-21-01-FD-FE-FE-00-88-21-01 (....!......!.)
18:54:13.626 Read COM16: 00-FD (..)
18:54:13.626 Write COM16: FE-FE-88-00-21-00-FD (....!..)
18:54:13.641 Read COM16: FE-FE-88-00-21-00-FD-FE-FE-00-88-21-00-00-00-00-FD (....!......!.....)
18:54:13.718 Write COM16: FE-FE-88-00-25-00-FD (....%..)
18:54:13.722 Read COM16: FE-FE-88-00-25 (....%)
18:54:13.737 Read COM16: 00-FD-FE-FE-00-88-25-00-10-00-27-14-00-FD (......%...'...)
18:54:13.737 Write COM16: FE-FE-88-00-26-00-FD (....&..)
18:54:13.754 Read COM16: FE-FE-88-00-26-00-FD-FE-FE-00-88-26-00-01-00-01-FD (....&......&.....)
18:54:13.851 Write COM16: FE-FE-88-00-25-01-FD (....%..)
18:54:13.866 Read COM16: FE-FE-88-00-25-01-FD-FE-FE-00-88 (....%......)
18:54:13.866 Read COM16: 25-00-00-96-04-07-00-FD (%.......)
18:54:13.866 Write COM16: FE-FE-88-00-26-01-FD (....&..)
18:54:13.881 Read COM16: FE-FE-88-00-26-01-FD-FE-FE-00-88-26-00-00-00-01-FD (....&......&.....)
18:54:13.985 Write COM16: FE-FE-88-00-0F-FD (......)
18:54:13.994 Read COM16: FE-FE-88-00-0F-FD-FE-FE-00 (.........)
18:54:14.009 Read COM16: 88-0F-00-FD (....)
18:54:14.009 Write COM16: FE-FE-88-00-21-01-FD (....!..)
18:54:14.026 Read COM16: FE-FE-88-00-21-01-FD-FE-FE-00 (....!.....)
18:54:14.026 Read COM16: 88-21-01-00-FD (.!...)
18:54:14.026 Write COM16: FE-FE-88-00-21-00-FD (....!..)
18:54:14.041 Read COM16: FE-FE-88-00-21-00-FD-FE-FE-00-88-21-00-00-00-00-FD (....!......!.....)
18:54:14.118 Write COM16: FE-FE-88-00-25-00-FD (....%..)
18:54:14.122 Read COM16: FE-FE-88-00-25 (....%)
18:54:14.137 Read COM16: 00-FD-FE-FE-00-88-25-00-10-00-27-14-00-FD (......%...'...)
18:54:14.137 Write COM16: FE-FE-88-00-26-00-FD (....&..)
18:54:14.154 Read COM16: FE-FE-88-00-26-00-FD-FE-FE-00-88-26-00-01-00-01-FD (....&......&.....)
18:54:14.251 Write COM16: FE-FE-88-00-25-01-FD (....%..)
18:54:14.266 Read COM16: FE-FE-88-00-25-01-FD-FE-FE-00-88-25-00-00-96-04-07 (....%......%.....)
18:54:14.266 Read COM16: 00-FD (..)
18:54:14.266 Write COM16: FE-FE-88-00-26-01-FD (....&..)
18:54:14.282 Read COM16: FE-FE-88-00-26-01-FD-FE-FE-00-88-26-00-00-00-01-FD (....&......&.....)
18:54:14.384 Write COM16: FE-FE-88-00-0F-FD (......)
18:54:14.393 Read COM16: FE-FE-88-00-0F-FD-FE-FE-00 (.........)
18:54:14.410 Read COM16: 88-0F-00-FD (....)
18:54:14.410 Write COM16: FE-FE-88-00-21-01-FD (....!..)
18:54:14.426 Read COM16: FE-FE-88-00-21-01-FD-FE-FE-00-88-21-01-00-FD (....!......!...)
18:54:14.426 Write COM16: FE-FE-88-00-21-00-FD (....!..)
18:54:14.442 Read COM16: FE-FE-88-00-21-00-FD-FE-FE-00-88-21-00-00-00-00 (....!......!....)
18:54:14.442 Read COM16: FD (.)
18:54:14.518 Write COM16: FE-FE-88-00-25-00-FD (....%..)
18:54:14.521 Read COM16: FE-FE-88-00 (....)
18:54:14.537 Read COM16: 25-00-FD-FE-FE-00-88-25-00-10-00-27-14-00-FD (%......%...'...)
18:54:14.537 Write COM16: FE-FE-88-00-26-00-FD (....&..)
18:54:14.553 Read COM16: FE-FE-88-00-26-00-FD-FE-FE-00-88-26-00-01-00-01-FD (....&......&.....)
18:54:14.651 Write COM16: FE-FE-88-00-25-01-FD (....%..)
18:54:14.665 Read COM16: FE-FE-88-00-25-01-FD-FE-FE-00-88-25-00-00-96-04-07-00-FD (....%......%.......)
18:54:14.665 Write COM16: FE-FE-88-00-26-01-FD (....&..)
18:54:14.681 Read COM16: FE-FE-88-00-26-01-FD-FE-FE-00-88-26-00-00-00-01-FD (....&......&.....)
18:54:14.785 Write COM16: FE-FE-88-00-0F-FD (......)
18:54:14.793 Read COM16: FE-FE-88-00-0F-FD-FE (.......)
18:54:14.809 Read COM16: FE-00-88-0F-00-FD (......)
18:54:14.809 Write COM16: FE-FE-88-00-21-01-FD (....!..)
18:54:14.825 Read COM16: FE-FE-88-00-21-01-FD-FE-FE-00-88-21-01-00-FD (....!......!...)
18:54:14.825 Write COM16: FE-FE-88-00-21-00-FD (....!..)
18:54:14.841 Read COM16: FE-FE-88-00-21-00-FD-FE-FE-00-88-21-00-00-00-00-FD (....!......!.....)
18:54:14.919 Write COM16: FE-FE-88-00-25-00-FD (....%..)
18:54:14.921 Read COM16: FE-FE (..)
