Trace started at 2026-09-03:18:53:59.824
18:54:01.457 Write COM16: FE-FE-88-00-26-01-FD (....&..)
18:54:01.473 Read COM16: FE-FE-88-00-26-01-FD-FE-FE-00-88-26-00-00-00-01-FD (....&......&.....)
18:54:01.573 Write COM16: FE-FE-88-00-0F-FD (......)
18:54:01.584 Read COM16: FE-FE-88-00-0F-FD-FE-FE-00-88-0F-00-FD (.............)
18:54:01.585 Write COM16: FE-FE-88-00-21-01-FD (....!..)
18:54:01.600 Read COM16: FE-FE-88-00-21-01-FD-FE-FE-00-88-21-01-00-FD (....!......!...)
18:54:01.600 Write COM16: FE-FE-88-00-21-00-FD (....!..)
18:54:01.617 Read COM16: FE-FE-88-00-21-00-FD-FE-FE-00-88-21-00-00-00-00 (....!......!....)
18:54:01.617 Read COM16: FD (.)
18:54:01.706 Write COM16: FE-FE-88-00-25-00-FD (....%..)
18:54:01.713 Read COM16: FE-FE-88-00-25-00-FD (....%..)
18:54:01.729 Read COM16: FE-FE-00-88-25-00-10-00-27-14-00-FD (....%...'...)
18:54:01.729 Write COM16: FE-FE-88-00-26-00-FD (....&..)
18:54:01.745 Read COM16: FE-FE-88-00-26-00-FD-FE-FE-00-88-26-00-01-00-01 (....&......&....)
18:54:01.745 Read COM16: FD (.)
18:54:01.839 Write COM16: FE-FE-88-00-25-01-FD (....%..)
18:54:01.857 Read COM16: FE-FE-88-00-25-01-FD-FE-FE-00-88-25-00-00-96-04-07-00-FD (....%......%.......)
18:54:01.857 Write COM16: FE-FE-88-00-26-01-FD (....&..)
18:54:01.872 Read COM16: FE-FE-88-00-26-01-FD-FE-FE-00-88-26-00-00-00-01-FD (....&......&.....)
18:54:01.973 Write COM16: FE-FE-88-00-0F-FD (......)
18:54:01.984 Read COM16: FE-FE-88-00-0F-FD-FE-FE-00-88-0F-00-FD (.............)
18:54:01.984 Write COM16: FE-FE-88-00-21-01-FD (....!..)
18:54:02.000 Read COM16: FE-FE-88-00-21-01-FD-FE-FE-00-88-21-01-00-FD (....!......!...)
18:54:02.000 Write COM16: FE-FE-88-00-21-00-FD (....!..)
18:54:02.016 Read COM16: FE-FE-88-00-21-00-FD-FE-FE-00-88-21-00-00-00-00-FD (....!......!.....)
18:54:02.106 Write COM16: FE-FE-88-00-25-00-FD (....%..)
18:54:02.113 Read COM16: FE-FE-88-00-25-00-FD (....%..)
18:54:02.128 Read COM16: FE-FE-00-88-25-00-10-00-27-14-00-FD (....%...'...)
18:54:02.128 Write COM16: FE-FE-88-00-26-00-FD (....&..)
18:54:02.144 Read COM16: FE-FE-88-00-26-00-FD-FE-FE-00-88-26-00-01-00-01-FD (....&......&.....)
18:54:02.240 Write COM16: FE-FE-88-00-25-01-FD (....%..)
18:54:02.256 Read COM16: FE-FE-88-00-25-01-FD-FE-FE-00-88-25-00-00-96-04-07-00-FD (....%......%.......)
18:54:02.256 Write COM16: FE-FE-88-00-26-01-FD (....&..)
18:54:02.272 Read COM16: FE-FE-88-00-26-01-FD-FE-FE-00-88-26-00-00-00-01-FD (....&......&.....)
18:54:02.373 Write COM16: FE-FE-88-00-0F-FD (......)
18:54:02.384 Read COM16: FE-FE-88-00-0F-FD-FE-FE-00-88-0F-00 (............)
18:54:02.400 Read COM16: FD (.)
18:54:02.400 Write COM16: FE-FE-88-00-21-01-FD (....!..)
18:54:02.415 Read COM16: FE-FE-88-00-21-01-FD-FE-FE-00-88-21-01-00 (....!......!..)
18:54:02.415 Read COM16: FD (.)
18:54:02.415 Write COM16: FE-FE-88-00-21-00-FD (....!..)
18:54:02.432 Read COM16: FE-FE-88-00-21-00-FD-FE-FE-00-88-21-00-00-00-00-FD (....!......!.....)
18:54:02.506 Write COM16: FE-FE-88-00-25-00-FD (....%..)
18:54:02.512 Read COM16: FE-FE-88-00-25-00-FD (....%..)
18:54:02.528 Read COM16: FE-FE-00-88-25-00-10-00-27-14-00-FD (....%...'...)
18:54:02.528 Write COM16: FE-FE-88-00-26-00-FD (....&..)
18:54:02.544 Read COM16: FE-FE-88-00-26-00-FD-FE-FE-00-88-26-00-01-00-01-FD (....&......&.....)
18:54:02.640 Write COM16: FE-FE-88-00-25-01-FD (....%..)
18:54:02.656 Read COM16: FE-FE-88-00-25-01-FD-FE-FE-00-88-25-00-00-96-04-07-00-FD (....%......%.......)
18:54:02.656 Write COM16: FE-FE-88-00-26-01-FD (....&..)
18:54:02.672 Read COM16: FE-FE-88-00-26-01-FD-FE-FE-00-88-26-00-00-00-01-FD (....&......&.....)
18:54:02.774 Write COM16: FE-FE-88-00-0F-FD (......)
18:54:02.784 Read COM16: FE-FE-88-00-0F-FD-FE-FE-00-88-0F (...........)
18:54:02.800 Read COM16: 00-FD (..)
18:54:02.800 Write COM16: FE-FE-88-00-21-01-FD (....!..)
18:54:02.816 Read COM16: FE-FE-88-00-21-01-FD-FE-FE-00-88-21-01-00-FD (....!......!...)
18:54:02.816 Write COM16: FE-FE-88-00-21-00-FD (....!..)
18:54:02.831 Read COM16: FE-FE-88-00-21-00-FD-FE-FE-00-88-21-00-00-00-00-FD (....!......!.....)
18:54:02.907 Write COM16: FE-FE-88-00-25-00-FD (....%..)
18:54:02.911 Read COM16: FE-FE-88-00-25-00 (....%.)
18:54:02.928 Read COM16: FD-FE-FE-00-88-25-00-10-00-27-14-00-FD (.....%...'...)
18:54:02.928 Write COM16: FE-FE-88-00-26-00-FD (....&..)
18:54:02.944 Read COM16: FE-FE-88-00-26-00-FD-FE-FE-00-88-26 (....&......&)
18:54:02.944 Read COM16: 00-01-00-01-FD (.....)
18:54:03.041 Write COM16: FE-FE-88-00-25-01-FD (....%..)
18:54:03.056 Read COM16: FE-FE-88-00-25-01-FD-FE-FE-00-88-25-00-00-96-04-07 (....%......%.....)
18:54:03.056 Read COM16: 00-FD (..)
18:54:03.056 Write COM16: FE-FE-88-00-26-01-FD (....&..)
18:54:03.072 Read COM16: FE-FE-88-00-26-01-FD-FE-FE-00-88-26-00-00-00-01-FD (....&......&.....)
18:54:03.175 Write COM16: FE-FE-88-00-0F-FD (......)
18:54:03.183 Read COM16: FE-FE-88-00-0F-FD-FE-FE (........)
18:54:03.200 Read COM16: 00-88-0F-00-FD (.....)
18:54:03.200 Write COM16: FE-FE-88-00-21-01-FD (....!..)
18:54:03.215 Read COM16: FE-FE-88-00-21-01-FD-FE-FE-00-88-21-01-00-FD (....!......!...)
18:54:03.215 Write COM16: FE-FE-88-00-21-00-FD (....!..)
18:54:03.231 Read COM16: FE-FE-88-00-21-00-FD-FE-FE-00-88-21-00-00-00-00-FD (....!......!.....)
18:54:03.308 Write COM16: FE-FE-88-00-25-00-FD (....%..)
18:54:03.311 Read COM16: FE-FE-88-00-25 (....%)
18:54:03.328 Read COM16: 00-FD-FE-FE-00-88-25-00-10-00-27-14-00-FD (......%...'...)
18:54:03.328 Write COM16: FE-FE-88-00-26-00-FD (....&..)
18:54:03.344 Read COM16: FE-FE-88-00-26-00-FD-FE-FE-00-88-26-00-01-00-01 (....&......&....)
18:54:03.344 Read COM16: FD (.)
18:54:03.442 Write COM16: FE-FE-88-00-25-01-FD (....%..)
18:54:03.456 Read COM16: FE-FE-88-00-25-01-FD-FE-FE-00-88-25-00-00-96-04-07 (....%......%.....)
18:54:03.471 Read COM16: 00-FD (..)
18:54:03.471 Write COM16: FE-FE-88-00-26-01-FD (....&..)
18:54:03.488 Read COM16: FE-FE-88-00-26-01-FD-FE-FE-00-88-26-00-00-00 (....&......&...)
18:54:03.488 Read COM16: 01-FD (..)
18:54:03.576 Write COM16: FE-FE-88-00-0F-FD (......)
18:54:03.584 Read COM16: FE-FE-88-00-0F-FD (......)
18:54:03.599 Read COM16: FE-FE-00-88-0F-00-FD (.......)
18:54:03.599 Write COM16: FE-FE-88-00-21-01-FD (....!..)
18:54:03.615 Read COM16: FE-FE-88-00-21-01-FD-FE-FE-00-88-21-01-00-FD (....!......!...)
18:54:03.615 Write COM16: FE-FE-88-00-21-00-FD (....!..)
18:54:03.632 Read COM16: FE-FE-88-00-21-00-FD-FE-FE-00-88-21-00-00-00-00-FD (....!......!.....)
18:54:03.710 Write COM16: FE-FE-88-00-25-00-FD (....%..)
18:54:03.711 Read COM16: FE (.)
18:54:03.727 Read COM16: FE-88-00-25-00-FD-FE-FE-00-88-25-00-10-00-27-14-00 (...%......%...'..)
18:54:03.727 Read COM16: FD (.)
18:54:03.727 Write COM16: FE-FE-88-00-26-00-FD (....&..)
18:54:03.743 Read COM16: FE-FE-88-00-26-00-FD-FE-FE-00-88-26-00-01-00-01 (....&......&....)
18:54:03.743 Read COM16: FD (.)
18:54:03.843 Write COM16: FE-FE-88-00-25-01-FD (....%..)
18:54:03.855 Read COM16: FE-FE-88-00-25-01-FD-FE-FE-00-88-25-00-00 (....%......%..)
18:54:03.871 Read COM16: 96-04-07-00-FD (.....)
18:54:03.871 Write COM16: FE-FE-88-00-26-01-FD (....&..)
18:54:03.887 Read COM16: FE-FE-88-00-26-01-FD-FE-FE-00-88-26-00-00-00-01-FD (....&......&.....)
18:54:03.977 Write COM16: FE-FE-88-00-0F-FD (......)
18:54:03.983 Read COM16: FE-FE-88-00-0F-FD (......)
18:54:03.999 Read COM16: FE-FE-00-88-0F-00-FD (.......)
18:54:03.999 Write COM16: FE-FE-88-00-21-01-FD (....!..)
18:54:04.015 Read COM16: FE-FE-88-00-21-01-FD-FE-FE-00-88-21 (....!......!)
18:54:04.015 Read COM16: 01-00-FD (...)
18:54:04.015 Write COM16: FE-FE-88-00-21-00-FD (....!..)
18:54:04.031 Read COM16: FE-FE-88-00-21-00-FD-FE-FE-00-88-21-00-00-00-00-FD (....!......!.....)
18:54:04.110 Write COM16: FE-FE-88-00-25-00-FD (....%..)
18:54:04.127 Read COM16: FE-FE-88-00-25-00-FD-FE-FE-00-88-25-00-10-00-27 (....%......%...')
18:54:04.127 Read COM16: 14-00-FD (...)
18:54:04.127 Write COM16: FE-FE-88-00-26-00-FD (....&..)
18:54:04.143 Read COM16: FE-FE-88-00-26-00-FD-FE-FE-00-88-26-00-01-00-01-FD (....&......&.....)
18:54:04.244 Write COM16: FE-FE-88-00-25-01-FD (....%..)
18:54:04.255 Read COM16: FE-FE-88-00-25-01-FD-FE-FE-00-88-25 (....%......%)
18:54:04.271 Read COM16: 00-00-96-04-07-00-FD (.......)
18:54:04.271 Write COM16: FE-FE-88-00-26-01-FD (....&..)
18:54:04.287 Read COM16: FE-FE-88-00-26-01-FD-FE-FE-00-88-26-00-00-00-01-FD (....&......&.....)
18:54:04.378 Write COM16: FE-FE-88-00-0F-FD (......)
18:54:04.383 Read COM16: FE-FE-88-00-0F-FD (......)
18:54:04.399 Read COM16: FE-FE-00-88-0F-00-FD (.......)
18:54:04.399 Write COM16: FE-FE-88-00-21-01-FD (....!..)
18:54:04.415 Read COM16: FE-FE-88-00-21-01-FD-FE-FE-00-88-21-01-00-FD (....!......!...)
18:54:04.415 Write COM16: FE-FE-88-00-21-00-FD (....!..)
18:54:04.431 Read COM16: FE-FE-88-00-21-00-FD-FE-FE-00-88-21-00-00-00-00-FD (....!......!.....)
18:54:04.511 Write COM16: FE-FE-88-00-25-00-FD (....%..)
18:54:04.527 Read COM16: FE-FE-88-00-25-00-FD-FE-FE-00-88-25-00-10-00-27-14-00-FD (....%......%...'...)
18:54:04.527 Write COM16: FE-FE-88-00-26-00-FD (....&..)
18:54:04.542 Read COM16: FE-FE-88-00-26-00-FD-FE-FE-00-88-26-00-01-00-01-FD (....&......&.....)
18:54:04.644 Write COM16: FE-FE-88-00-25-01-FD (....%..)
18:54:04.655 Read COM16: FE-FE-88-00-25-01-FD-FE-FE-00-88 (....%......)
18:54:04.671 Read COM16: 25-00-00-96-04-07-00-FD (%.......)
18:54:04.671 Write COM16: FE-FE-88-00-26-01-FD (....&..)
18:54:04.687 Read COM16: FE-FE-88-00-26-01-FD-FE-FE-00-88-26-00-00-00-01 (....&......&....)
18:54:04.687 Read COM16: FD (.)
18:54:04.778 Write COM16: FE-FE-88-00-0F-FD (......)
18:54:04.783 Read COM16: FE-FE-88-00-0F-FD (......)
18:54:04.799 Read COM16: FE-FE-00-88-0F-00-FD (.......)
18:54:04.799 Write COM16: FE-FE-88-00-21-01-FD (....!..)
18:54:04.814 Read COM16: FE-FE-88-00-21-01-FD-FE-FE-00-88-21-01-00-FD (....!......!...)
18:54:04.814 Write COM16: FE-FE-88-00-21-00-FD (....!..)
18:54:04.830 Read COM16: FE-FE-88-00-21-00-FD-FE-FE-00-88-21-00-00-00-00-FD (....!......!.....)
18:54:04.911 Write COM16: FE-FE-88-00-25-00-FD (....%..)
18:54:04.926 Read COM16: FE-FE-88-00-25-00-FD-FE-FE-00-88-25-00-10-00-27-14-00-FD (....%......%...'...)
18:54:04.926 Write COM16: FE-FE-88-00-26-00-FD (....&..)
18:54:04.943 Read COM16: FE-FE-88-00-26-00-FD-FE-FE-00-88-26-00-01-00-01-FD (....&......&.....)
18:54:05.044 Write COM16: FE-FE-88-00-25-01-FD (....%..)
18:54:05.054 Read COM16: FE-FE-88-00-25-01-FD-FE-FE-00-88-25 (....%......%)
18:54:05.070 Read COM16: 00-00-96-04-07-00-FD (.......)
18:54:05.070 Write COM16: FE-FE-88-00-26-01-FD (....&..)
18:54:05.086 Read COM16: FE-FE-88-00-26-01-FD-FE-FE-00-88 (....&......)
18:54:05.086 Read COM16: 26-00-00-00-01-FD (&.....)
18:54:05.177 Write COM16: FE-FE-88-00-0F-FD (......)
18:54:05.182 Read COM16: FE-FE-88-00-0F-FD (......)
18:54:05.198 Read COM16: FE-FE-00-88-0F-00-FD (.......)
18:54:05.198 Write COM16: FE-FE-88-00-21-01-FD (....!..)
18:54:05.214 Read COM16: FE-FE-88-00-21-01-FD-FE-FE-00-88-21 (....!......!)
18:54:05.214 Read COM16: 01-00-FD (...)
18:54:05.214 Write COM16: FE-FE-88-00-21-00-FD (....!..)
18:54:05.230 Read COM16: FE-FE-88-00-21-00-FD-FE-FE-00-88-21 (....!......!)
18:54:05.230 Read COM16: 00-00-00-00-FD (.....)
18:54:05.311 Write COM16: FE-FE-88-00-25-00-FD (....%..)
18:54:05.326 Read COM16: FE-FE-88-00-25-00-FD-FE-FE-00-88-25 (....%......%)
18:54:05.326 Read COM16: 00-10-00-27-14-00-FD (...'...)
18:54:05.326 Write COM16: FE-FE-88-00-26-00-FD (....&..)
18:54:05.342 Read COM16: FE-FE-88-00-26-00-FD-FE-FE-00-88-26-00 (....&......&.)
18:54:05.342 Read COM16: 01-00-01-FD (....)
18:54:05.445 Write COM16: FE-FE-88-00-25-01-FD (....%..)
18:54:05.454 Read COM16: FE-FE-88-00-25-01-FD-FE-FE (....%....)
18:54:05.470 Read COM16: 00-88-25-00-00-96-04-07-00-FD (..%.......)
18:54:05.470 Write COM16: FE-FE-88-00-26-01-FD (....&..)
18:54:05.486 Read COM16: FE-FE-88-00-26-01-FD-FE-FE-00-88-26-00-00-00-01-FD (....&......&.....)
18:54:05.578 Write COM16: FE-FE-88-00-0F-FD (......)
18:54:05.582 Read COM16: FE-FE-88-00-0F-FD (......)
18:54:05.598 Read COM16: FE-FE-00-88-0F-00-FD (.......)
18:54:05.598 Write COM16: FE-FE-88-00-21-01-FD (....!..)
18:54:05.614 Read COM16: FE-FE-88-00-21-01-FD-FE-FE-00-88-21-01-00-FD (....!......!...)
18:54:05.614 Write COM16: FE-FE-88-00-21-00-FD (....!..)
18:54:05.630 Read COM16: FE-FE-88-00-21-00-FD-FE-FE-00-88-21-00-00-00-00-FD (....!......!.....)
18:54:05.711 Write COM16: FE-FE-88-00-25-00-FD (....%..)
18:54:05.726 Read COM16: FE-FE-88-00-25-00-FD-FE-FE-00-88-25-00-10-00-27-14-00-FD (....%......%...'...)
18:54:05.726 Write COM16: FE-FE-88-00-26-00-FD (....&..)
18:54:05.742 Read COM16: FE-FE-88-00-26-00-FD-FE-FE-00-88-26-00-01-00-01-FD (....&......&.....)
18:54:05.844 Write COM16: FE-FE-88-00-25-01-FD (....%..)
18:54:05.854 Read COM16: FE-FE-88-00-25-01-FD-FE-FE-00 (....%.....)
18:54:05.870 Read COM16: 88-25-00-00-96-04-07-00-FD (.%.......)
18:54:05.870 Write COM16: FE-FE-88-00-26-01-FD (....&..)
18:54:05.886 Read COM16: FE-FE-88-00-26-01-FD-FE-FE (....&....)
18:54:05.886 Read COM16: 00-88-26-00-00-00-01-FD (..&.....)
18:54:05.978 Write COM16: FE-FE-88-00-0F-FD (......)
18:54:05.982 Read COM16: FE-FE-88-00-0F-FD (......)
18:54:05.998 Read COM16: FE-FE-00-88-0F-00-FD (.......)
18:54:05.998 Write COM16: FE-FE-88-00-21-01-FD (....!..)
18:54:06.014 Read COM16: FE-FE-88-00-21-01-FD-FE-FE-00-88-21-01-00-FD (....!......!...)
18:54:06.014 Write COM16: FE-FE-88-00-21-00-FD (....!..)
18:54:06.030 Read COM16: FE-FE-88-00-21-00-FD-FE-FE-00-88-21-00-00-00-00-FD (....!......!.....)
18:54:06.111 Write COM16: FE-FE-88-00-25-00-FD (....%..)
18:54:06.126 Read COM16: FE-FE-88-00-25-00-FD-FE-FE-00-88-25-00-10-00-27-14-00-FD (....%......%...'...)
18:54:06.126 Write COM16: FE-FE-88-00-26-00-FD (....&..)
18:54:06.141 Read COM16: FE-FE-88-00-26-00-FD-FE-FE-00-88-26-00-01-00-01 (....&......&....)
18:54:06.141 Read COM16: FD (.)
18:54:06.244 Write COM16: FE-FE-88-00-25-01-FD (....%..)
18:54:06.253 Read COM16: FE-FE-88-00-25-01-FD-FE-FE-00 (....%.....)
18:54:06.270 Read COM16: 88-25-00-00-96-04-07-00-FD (.%.......)
18:54:06.270 Write COM16: FE-FE-88-00-26-01-FD (....&..)
18:54:06.285 Read COM16: FE-FE-88-00-26-01-FD-FE-FE-00-88-26-00-00-00-01-FD (....&......&.....)
18:54:06.377 Write COM16: FE-FE-88-00-0F-FD (......)
18:54:06.382 Read COM16: FE-FE-88-00-0F-FD (......)
18:54:06.398 Read COM16: FE-FE-00-88-0F-00-FD (.......)
18:54:06.398 Write COM16: FE-FE-88-00-21-01-FD (....!..)
18:54:06.414 Read COM16: FE-FE-88-00-21-01-FD-FE-FE-00-88-21-01-00-FD (....!......!...)
18:54:06.414 Write COM16: FE-FE-88-00-21-00-FD (....!..)
18:54:06.430 Read COM16: FE-FE-88-00-21-00-FD-FE-FE-00-88-21-00-00-00-00-FD (....!......!.....)
18:54:06.510 Write COM16: FE-FE-88-00-25-00-FD (....%..)
18:54:06.526 Read COM16: FE-FE-88-00-25-00-FD-FE-FE-00-88-25-00 (....%......%.)
18:54:06.526 Read COM16: 10-00-27-14-00-FD (..'...)
18:54:06.526 Write COM16: FE-FE-88-00-26-00-FD (....&..)
18:54:06.542 Read COM16: FE-FE-88-00-26-00-FD-FE-FE-00-88-26-00-01-00-01-FD (....&......&.....)
18:54:06.644 Write COM16: FE-FE-88-00-25-01-FD (....%..)
18:54:06.654 Read COM16: FE-FE-88-00-25-01-FD-FE-FE-00 (....%.....)
18:54:06.670 Read COM16: 88-25-00-00-96-04-07-00-FD (.%.......)
18:54:06.670 Write COM16: FE-FE-88-00-26-01-FD (....&..)
18:54:06.685 Read COM16: FE-FE-88-00-26-01-FD-FE-FE-00-88-26-00-00-00-01-FD (....&......&.....)
18:54:06.777 Write COM16: FE-FE-88-00-0F-FD (......)
18:54:06.782 Read COM16: FE-FE-88-00-0F-FD (......)
18:54:06.798 Read COM16: FE-FE-00-88-0F-00-FD (.......)
18:54:06.798 Write COM16: FE-FE-88-00-21-01-FD (....!..)
18:54:06.814 Read COM16: FE-FE-88-00-21-01-FD-FE-FE-00-88-21-01-00-FD (....!......!...)
18:54:06.814 Write COM16: FE-FE-88-00-21-00-FD (....!..)
18:54:06.829 Read COM16: FE-FE-88-00-21-00-FD-FE-FE-00-88-21-00 (....!......!.)
18:54:06.830 Read COM16: 00-00-00-FD (....)
18:54:06.910 Write COM16: FE-FE-88-00-25-00-FD (....%..)
18:54:06.926 Read COM16: FE-FE-88-00-25-00-FD-FE-FE-00-88-25-00-10-00-27 (....%......%...')
18:54:06.926 Read COM16: 14-00-FD (...)
18:54:06.926 Write COM16: FE-FE-88-00-26-00-FD (....&..)
18:54:06.942 Read COM16: FE-FE-88-00-26-00-FD-FE-FE-00-88-26-00-01-00-01-FD (....&......&.....)
18:54:07.044 Write COM16: FE-FE-88-00-25-01-FD (....%..)
18:54:07.053 Read COM16: FE-FE-88-00-25-01-FD-FE-FE-00 (....%.....)
18:54:07.069 Read COM16: 88-25-00-00-96-04-07-00-FD (.%.......)
18:54:07.069 Write COM16: FE-FE-88-00-26-01-FD (....&..)
18:54:07.085 Read COM16: FE-FE-88-00-26-01-FD-FE-FE-00-88-26-00-00-00-01-FD (....&......&.....)
18:54:07.177 Write COM16: FE-FE-88-00-0F-FD (......)
18:54:07.182 Read COM16: FE-FE-88-00-0F-FD (......)
18:54:07.197 Read COM16: FE-FE-00-88-0F-00-FD (.......)
18:54:07.197 Write COM16: FE-FE-88-00-21-01-FD (....!..)
18:54:07.213 Read COM16: FE-FE-88-00-21-01-FD-FE-FE-00-88-21-01-00-FD (....!......!...)
18:54:07.213 Write COM16: FE-FE-88-00-21-00-FD (....!..)
18:54:07.229 Read COM16: FE-FE-88-00-21-00-FD-FE-FE-00-88-21-00-00-00-00-FD (....!......!.....)
18:54:07.310 Write COM16: FE-FE-88-00-25-00-FD (....%..)
18:54:07.326 Read COM16: FE-FE-88-00-25-00-FD-FE-FE-00-88-25-00-10-00-27-14-00 (....%......%...'..)
18:54:07.326 Read COM16: FD (.)
